NTA Code,NTA Name,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,latitude,longitude,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid,SCHOOL NAME,DBN,School Name,Year,Total Enrollment,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
BX01,Claremont-Bathgate,0101000020E61000002945F74CC67952C008BD2895BE6A4440,0101000020110F0000B9475D85FF615FC1637C51B2F9065341,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,1363,FULTON AVENUE,1363 FULTON AVENUE,BRONX,10456.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,422.0,seats,BRONX,2009617.0,2029250056.0,40.8339494047,-73.9027297342,1011166.98305,243122.498953,203.0,BX01,BX0302,16.0,14701.0,14701.0,2.0,9.0,42.0,doe_lcgms,4bc5ab49284a143a58e91c285cd805db,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,2016.0,438.0,136.0,115.0,94.0,93.0,218.0,0.498,220.0,0.502,7.0,0.016,190.0,0.434,233.0,0.532,5.0,0.011,3.0,0.007,101.0,0.231,45.0,0.103,394,0.9,0.805
BX01,Claremont-Bathgate,0101000020E610000062AC673CB87952C039D0B62C736B4440,0101000020110F0000FC0673A1E7615FC1BC99E26BC4075341,MOTT HALL BRONX HIGH SCHOOL,1595,BATHGATE AVENUE,1595 BATHGATE AVENUE,BRONX,10457.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,354.0,seats,BRONX,2009555.0,2029130001.0,40.8394606369,-73.9018712933,1011402.28449,245130.709346,203.0,BX01,BX0302,16.0,16700.0,16700.0,2.0,9.0,42.0,doe_lcgms,a8ded5a41e46e1b4728ee5bf0bb2007c,MOTT HALL BRONX HIGH SCHOOL,09X252,MOTT HALL BRONX HIGH SCHOOL,2016.0,403.0,96.0,98.0,114.0,95.0,194.0,0.481,209.0,0.519,3.0,0.007,82.0,0.203,305.0,0.757,9.0,0.022,4.0,0.01,96.0,0.238,45.0,0.112,366,0.9079999999999999,0.841
BX01,Claremont-Bathgate,0101000020E61000002945F74CC67952C008BD2895BE6A4440,0101000020110F0000B9475D85FF615FC1637C51B2F9065341,BRONX CENTER FOR SCIENCE AND MATHEMATICS,1363,FULTON AVENUE,1363 FULTON AVENUE,BRONX,10456.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,436.0,seats,BRONX,2009617.0,2029250056.0,40.8339494047,-73.9027297342,1011166.98305,243122.498953,203.0,BX01,BX0302,16.0,14701.0,14701.0,2.0,9.0,42.0,doe_lcgms,a8adf813049a3d1ae6c6ace68603d493,BRONX CENTER FOR SCIENCE AND MATHEMATICS,09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2016.0,460.0,129.0,114.0,114.0,103.0,246.0,0.535,214.0,0.465,37.0,0.08,118.0,0.257,293.0,0.637,5.0,0.011,7.0,0.015,92.0,0.2,18.0,0.039,412,0.8959999999999999,0.787
BX01,Claremont-Bathgate,0101000020E6100000FC9F9F45DA7952C0100A4068B66A4440,0101000020110F00005954BA7121625FC18A9F0285F0065341,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,3630,THIRD AVENUE,3630 THIRD AVENUE,BRONX,10456.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,540.0,seats,BRONX,2009611.0,2029250001.0,40.8336999102,-73.9039486866,1010829.76987,243031.226734,203.0,BX01,BX0302,16.0,14701.0,14701.0,2.0,9.0,42.0,doe_lcgms,fdd387f4f9479ab432fb6fe860ec2510,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2016.0,420.0,135.0,122.0,97.0,66.0,191.0,0.455,229.0,0.545,2.0,0.005,187.0,0.445,216.0,0.514,5.0,0.012,10.0,0.024,87.0,0.207,52.0,0.124,359,0.855,0.8909999999999999
BX01,Claremont-Bathgate,0101000020E610000083057B7BC97952C01C3C5D15F06B4440,0101000020110F00003A44E6EC04625FC1AD9A07A650085341,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,1710,WEBSTER AVENUE,1710 WEBSTER AVENUE,BRONX,10457.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,570.0,seats,BRONX,2094564.0,2028980001.0,40.8432725514,-73.9029239299,1011109.48019,246519.207167,203.0,BX01,BX0302,15.0,16500.0,16500.0,2.0,9.0,42.0,doe_lcgms,efc204fc5c56d0ef0a27817202b2f460,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2016.0,680.0,146.0,166.0,172.0,196.0,330.0,0.485,350.0,0.515,3.0,0.004,212.0,0.312,446.0,0.656,12.0,0.018,7.0,0.01,186.0,0.274,80.0,0.118,597,0.878,0.841
BX03,Eastchester-Edenwald-Baychester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
BX05,Bedford Park-Fordham North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
BX06,Belmont,0101000020E6100000087276C9DE7852C0517ECF48046E4440,0101000020110F000081D08B4576605FC18470FF34A60A5341,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),500,EAST FORDHAM ROAD,500 EAST FORDHAM ROAD,BRONX,10458.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,490.0,seats,BRONX,2011810.0,2030590001.0,40.8595140388,-73.8885992575,1015065.37299,252441.311191,206.0,BX06,BX0603,15.0,38700.0,38700.0,2.0,10.0,48.0,doe_lcgms,76113eddd5934acd331c9aeb74ca9890,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,2016.0,499.0,138.0,123.0,110.0,128.0,280.0,0.561,219.0,0.439,13.0,0.026,152.0,0.305,310.0,0.621,11.0,0.022,13.0,0.026,126.0,0.253,55.0,0.11,431,0.8640000000000001,0.7609999999999999
BX06,Belmont,0101000020E6100000087276C9DE7852C0517ECF48046E4440,0101000020110F000081D08B4576605FC18470FF34A60A5341,BELMONT PREPARATORY HIGH SCHOOL,500,EAST FORDHAM ROAD,500 EAST FORDHAM ROAD,BRONX,10458.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,428.0,seats,BRONX,2011810.0,2030590001.0,40.8595140388,-73.8885992575,1015065.37299,252441.311191,206.0,BX06,BX0603,15.0,38700.0,38700.0,2.0,10.0,48.0,doe_lcgms,17713255cccc2d4de6100b92073243e0,BELMONT PREPARATORY HIGH SCHOOL,10X434,BELMONT PREPARATORY HIGH SCHOOL,2016.0,423.0,120.0,127.0,97.0,79.0,230.0,0.544,193.0,0.456,10.0,0.024,130.0,0.307,275.0,0.65,2.0,0.005,6.0,0.014,79.0,0.187,29.0,0.069,372,0.879,0.742
BX06,Belmont,0101000020E6100000087276C9DE7852C0517ECF48046E4440,0101000020110F000081D08B4576605FC18470FF34A60A5341,FORDHAM HIGH SCHOOL FOR THE ARTS,500,EAST FORDHAM ROAD,500 EAST FORDHAM ROAD,BRONX,10458.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,608.0,seats,BRONX,2011810.0,2030590001.0,40.8595140388,-73.8885992575,1015065.37299,252441.311191,206.0,BX06,BX0603,15.0,38700.0,38700.0,2.0,10.0,48.0,doe_lcgms,9c2944b37eead059c0cd45fa81d91871,FORDHAM HIGH SCHOOL FOR THE ARTS,10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2016.0,379.0,96.0,107.0,110.0,66.0,268.0,0.707,111.0,0.293,5.0,0.013,127.0,0.335,233.0,0.615,6.0,0.016,8.0,0.021,74.0,0.195,5.0,0.013,336,0.887,0.736
BX06,Belmont,0101000020E6100000087276C9DE7852C0517ECF48046E4440,0101000020110F000081D08B4576605FC18470FF34A60A5341,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,500,EAST FORDHAM ROAD,500 EAST FORDHAM ROAD,BRONX,10458.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,496.0,seats,BRONX,2011810.0,2030590001.0,40.8595140388,-73.8885992575,1015065.37299,252441.311191,206.0,BX06,BX0603,15.0,38700.0,38700.0,2.0,10.0,48.0,doe_lcgms,71e8805dbda7c15af9a76649354f69a5,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2016.0,392.0,117.0,111.0,78.0,86.0,208.0,0.531,184.0,0.469,4.0,0.01,95.0,0.242,279.0,0.712,6.0,0.015,8.0,0.02,107.0,0.273,45.0,0.115,346,0.883,0.8420000000000001
BX07,Bronxdale,0101000020E6100000F7306E280F7752C086A738B1206E4440,0101000020110F00007D0848C0625D5FC13C238F1BC60A5341,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,925,ASTOR AVENUE,925 ASTOR AVENUE,BRONX,10469.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,652.0,seats,BRONX,2050179.0,2043580001.0,40.8603809791,-73.860301577,1022892.49136,252768.389659,211.0,BX07,BX1104,13.0,32400.0,32400.0,2.0,11.0,49.0,doe_lcgms,ca60f7799709f54f952921f6f0733575,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2016.0,699.0,194.0,179.0,164.0,162.0,309.0,0.442,390.0,0.558,80.0,0.114,235.0,0.336,304.0,0.435,15.0,0.021,65.0,0.093,117.0,0.167,20.0,0.029,515,0.737,0.64
BX07,Bronxdale,0101000020E6100000F7306E280F7752C086A738B1206E4440,0101000020110F00007D0848C0625D5FC13C238F1BC60A5341,ASTOR COLLEGIATE ACADEMY,925,ASTOR AVENUE,925 ASTOR AVENUE,BRONX,10469.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,497.0,seats,BRONX,2050179.0,2043580001.0,40.8603809791,-73.860301577,1022892.49136,252768.389659,211.0,BX07,BX1104,13.0,32400.0,32400.0,2.0,11.0,49.0,doe_lcgms,e904f24d7adac56b99dd8e3ff90b667f,ASTOR COLLEGIATE ACADEMY,11X299,ASTOR COLLEGIATE ACADEMY,2016.0,465.0,160.0,127.0,99.0,79.0,209.0,0.449,256.0,0.551,33.0,0.071,162.0,0.348,213.0,0.458,12.0,0.026,45.0,0.097,105.0,0.226,23.0,0.049,354,0.7609999999999999,0.635
BX07,Bronxdale,0101000020E6100000F7306E280F7752C086A738B1206E4440,0101000020110F00007D0848C0625D5FC13C238F1BC60A5341,PELHAM PREPARATORY ACADEMY,925,ASTOR AVENUE,925 ASTOR AVENUE,BRONX,10469.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,544.0,seats,BRONX,2050179.0,2043580001.0,40.8603809791,-73.860301577,1022892.49136,252768.389659,211.0,BX07,BX1104,13.0,32400.0,32400.0,2.0,11.0,49.0,doe_lcgms,d618e3f0a18e1d911fa95265c33e07f5,PELHAM PREPARATORY ACADEMY,11X542,PELHAM PREPARATORY ACADEMY,2016.0,490.0,130.0,147.0,103.0,110.0,257.0,0.524,233.0,0.476,23.0,0.047,171.0,0.349,249.0,0.508,14.0,0.029,33.0,0.067,103.0,0.21,9.0,0.018,351,0.716,0.598
BX08,West Farms-Bronx River,0101000020E6100000BE4438EC387852C01213BDD57F6A4440,0101000020110F0000D130DA885C5F5FC146193843B3065341,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,1300,BOYNTON AVENUE,1300 BOYNTON AVENUE,BRONX,10472.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,555.0,seats,BRONX,2027459.0,2038640001.0,40.8320344957,-73.8784757025,1017879.61122,242433.209512,209.0,BX08,BX0901,18.0,5600.0,5600.0,2.0,12.0,43.0,doe_lcgms,2379a240485817401954a11f7265e796,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2016.0,441.0,168.0,129.0,123.0,21.0,206.0,0.467,235.0,0.533,0.0,0.0,0.0,0.0,441.0,1.0,0.0,0.0,0.0,0.0,13.0,0.029,404.0,0.916,Above 95%,0.95,0.95
BX08,West Farms-Bronx River,0101000020E6100000B36F9531287852C097412006826A4440,0101000020110F0000012F5D1E405F5FC17DFA3DB8B5065341,THE CINEMA SCHOOL,1551,EAST 172 STREET,1551 EAST 172 STREET,BRONX,10472.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,400.0,seats,BRONX,2117663.0,2038640012.0,40.8321012996,-73.8774546417,1018162.13678,242457.942268,209.0,BX08,BX0901,18.0,5600.0,5600.0,2.0,12.0,43.0,doe_lcgms,be1afb7df8198e594c2838b7708958ca,THE CINEMA SCHOOL,12X478,THE CINEMA SCHOOL,2016.0,318.0,76.0,87.0,76.0,79.0,197.0,0.619,121.0,0.381,8.0,0.025,68.0,0.214,224.0,0.704,6.0,0.019,12.0,0.038,41.0,0.129,15.0,0.047,253,0.7959999999999999,0.736
BX08,West Farms-Bronx River,0101000020E6100000BE4438EC387852C01213BDD57F6A4440,0101000020110F0000D130DA885C5F5FC146193843B3065341,HIGH SCHOOL OF WORLD CULTURES,1300,BOYNTON AVENUE,1300 BOYNTON AVENUE,BRONX,10472.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,555.0,seats,BRONX,2027459.0,2038640001.0,40.8320344957,-73.8784757025,1017879.61122,242433.209512,209.0,BX08,BX0901,18.0,5600.0,5600.0,2.0,12.0,43.0,doe_lcgms,4e604ae9fc4e875d22d83c8aed40adcc,HIGH SCHOOL OF WORLD CULTURES,12X550,HIGH SCHOOL OF WORLD CULTURES,2016.0,390.0,111.0,110.0,132.0,37.0,186.0,0.477,204.0,0.523,39.0,0.1,36.0,0.092,299.0,0.767,7.0,0.018,9.0,0.023,4.0,0.01,332.0,0.851,Above 95%,0.95,0.95
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0101000020E610000037E69CDAC97652C0B1DA009250684440,0101000020110F00006ED90408ED5C5FC14156C0943F045341,WOMEN'S ACADEMY OF EXCELLENCE,456,WHITE PLAINS ROAD,456 WHITE PLAINS ROAD,BRONX,10473.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,470.0,seats,BRONX,2020580.0,2034780018.0,40.8149670933,-73.8560715944,1024089.74745,236224.33674,209.0,BX09,BX0902,18.0,400.0,400.0,2.0,8.0,43.0,doe_lcgms,b8da021eff7b6ecb623f9f5d74d9cf5a,WOMEN'S ACADEMY OF EXCELLENCE,08X282,WOMEN'S ACADEMY OF EXCELLENCE,2016.0,338.0,84.0,78.0,83.0,93.0,338.0,1.0,0.0,0.0,23.0,0.068,154.0,0.456,137.0,0.405,11.0,0.033,13.0,0.038,78.0,0.231,29.0,0.086,304,0.899,0.774
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0101000020E61000009C5F9EFDC67652C0C8B0819824694440,0101000020110F0000B857F42AE85C5FC1C5D87A862D055341,MILLENNIUM ART ACADEMY,1980,LAFAYETTE AVENUE,1980 LAFAYETTE AVENUE,BRONX,10473.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,481.0,seats,BRONX,2022205.0,2036040039.0,40.821437596,-73.8558968346,1024134.24321,238581.850409,209.0,BX09,BX0902,18.0,1600.0,1600.0,2.0,8.0,43.0,doe_lcgms,e69df1728f8d0c43f1021f83c7406cbd,MILLENNIUM ART ACADEMY,08X312,MILLENNIUM ART ACADEMY,2016.0,457.0,106.0,120.0,115.0,116.0,245.0,0.536,212.0,0.464,8.0,0.018,129.0,0.282,310.0,0.678,4.0,0.009,6.0,0.013,137.0,0.3,20.0,0.044,312,0.6829999999999999,0.7829999999999999
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0101000020E61000009C5F9EFDC67652C0C8B0819824694440,0101000020110F0000B857F42AE85C5FC1C5D87A862D055341,BRONX COMMUNITY HIGH SCHOOL,1980,LAFAYETTE AVENUE,1980 LAFAYETTE AVENUE,BRONX,10473.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,379.0,seats,BRONX,2022205.0,2036040039.0,40.821437596,-73.8558968346,1024134.24321,238581.850409,209.0,BX09,BX0902,18.0,1600.0,1600.0,2.0,8.0,43.0,doe_lcgms,7a16e07f26bfc1c0175b3ad96469c75b,BRONX COMMUNITY HIGH SCHOOL,08X377,BRONX COMMUNITY HIGH SCHOOL,2016.0,176.0,16.0,38.0,46.0,76.0,103.0,0.585,73.0,0.415,4.0,0.023,66.0,0.375,101.0,0.574,2.0,0.011,3.0,0.017,23.0,0.131,7.0,0.04,113,0.642,0.757
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0101000020E61000009C5F9EFDC67652C0C8B0819824694440,0101000020110F0000B857F42AE85C5FC1C5D87A862D055341,BRONX BRIDGES HIGH SCHOOL,1980,LAFAYETTE AVENUE,1980 LAFAYETTE AVENUE,BRONX,10473.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,433.0,seats,BRONX,2022205.0,2036040039.0,40.821437596,-73.8558968346,1024134.24321,238581.850409,209.0,BX09,BX0902,18.0,1600.0,1600.0,2.0,8.0,43.0,doe_lcgms,e08d1bf4f59b3929a1a38bddc685f68c,BRONX BRIDGES HIGH SCHOOL,08X432,BRONX BRIDGES HIGH SCHOOL,2016.0,315.0,86.0,79.0,82.0,68.0,130.0,0.413,185.0,0.587,28.0,0.089,18.0,0.057,258.0,0.819,3.0,0.01,8.0,0.025,48.0,0.152,249.0,0.79,212,0.6729999999999999,0.937
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0101000020E61000003C0525895E7852C0726725A710694440,0101000020110F0000CDCF8C6C9C5F5FC1D922C42417055341,BRONX ARENA HIGH SCHOOL,1440,STORY AVENUE,1440 STORY AVENUE,BRONX,10473.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,397.0,seats,BRONX,2022544.0,2036220016.0,40.8208289887,-73.8807714174,1017249.87159,238349.76468,209.0,BX09,BX0901,17.0,2800.0,2800.0,2.0,8.0,43.0,doe_lcgms,06ab857181beae46ee7d4ed0a348f091,BRONX ARENA HIGH SCHOOL,08X537,BRONX ARENA HIGH SCHOOL,2016.0,215.0,58.0,77.0,54.0,26.0,105.0,0.488,110.0,0.512,2.0,0.009,79.0,0.367,126.0,0.586,3.0,0.014,5.0,0.023,20.0,0.093,7.0,0.033,165,0.767,0.7609999999999999
BX10,Pelham Bay-Country Club-City Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
BX13,Co-Op City,0101000020E610000089979461447552C068383633E26F4440,0101000020110F000082F7FC78575A5FC1B0613FF0BE0C5341,BRONX HEALTH SCIENCES HIGH SCHOOL,750,BAYCHESTER AVENUE,750 BAYCHESTER AVENUE,BRONX,10475.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,356.0,seats,BRONX,2116159.0,2051410150.0,40.8740988716,-73.8323000578,1030628.51694,257779.935718,210.0,BX13,BX1004,12.0,46201.0,46205.0,2.0,11.0,45.0,doe_lcgms,fb3696c8cf9abac9d144725165efeaa7,BRONX HEALTH SCIENCES HIGH SCHOOL,11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2016.0,333.0,114.0,96.0,65.0,58.0,177.0,0.532,156.0,0.468,25.0,0.075,158.0,0.474,124.0,0.372,14.0,0.042,12.0,0.036,38.0,0.114,17.0,0.051,242,0.727,0.63
BX13,Co-Op City,0101000020E610000089979461447552C068383633E26F4440,0101000020110F000082F7FC78575A5FC1B0613FF0BE0C5341,HARRY S TRUMAN HIGH SCHOOL,750,BAYCHESTER AVENUE,750 BAYCHESTER AVENUE,BRONX,10475.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,2933.0,seats,BRONX,2116159.0,2051410150.0,40.8740988716,-73.8323000578,1030628.51694,257779.935718,210.0,BX13,BX1004,12.0,46201.0,46205.0,2.0,11.0,45.0,doe_lcgms,ac440dea3bb6b79e93e503895ed63ce1,HARRY S TRUMAN HIGH SCHOOL,11X455,HARRY S TRUMAN HIGH SCHOOL,2016.0,2070.0,779.0,527.0,434.0,330.0,851.0,0.411,1219.0,0.589,60.0,0.029,1056.0,0.51,884.0,0.427,25.0,0.012,45.0,0.022,446.0,0.215,92.0,0.044,1412,0.682,0.65
BX14,East Concourse-Concourse Village,0101000020E610000003D54BEB187B52C0A97EA53738694440,0101000020110F0000AFCDD1B23E645FC16A1DF88B43055341,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,730,CONCOURSE VILLAGE WEST,730 CONCOURSE VILLAGE WEST,BRONX,10451.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,489.0,seats,BRONX,2103486.0,2024430078.0,40.8220363994,-73.9233973715,1005451.55622,238776.480325,204.0,BX14,BX0401,17.0,6100.0,6100.0,2.0,7.0,44.0,doe_lcgms,2cf8408168907edafe118db5c612ae71,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2016.0,504.0,146.0,146.0,105.0,107.0,213.0,0.423,291.0,0.577,11.0,0.022,146.0,0.29,337.0,0.669,6.0,0.012,4.0,0.008,136.0,0.27,80.0,0.159,461,0.915,0.83
BX14,East Concourse-Concourse Village,0101000020E6100000DE6E70C4527A52C099903E21776B4440,0101000020110F0000DAF7251EEE625FC1FA7F8EDCC8075341,DREAMYARD PREPARATORY SCHOOL,240,EAST 172 STREET,240 EAST 172 STREET,BRONX,10457.0,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,424.0,seats,BRONX,2007806.0,2028170002.0,40.8395813391,-73.9113031425,1008792.44136,245171.902569,204.0,BX14,BX0403,16.0,22500.0,22500.0,2.0,9.0,44.0,doe_lcgms,3b27fed8508d184dc6666681fbb1f223,DREAMYARD PREPARATORY SCHOOL,09X329,DREAMYARD PREPARATORY SCHOOL,2016.0,294.0,90.0,92.0,71.0,41.0,174.0,0.592,120.0,0.408,4.0,0.014,110.0,0.374,176.0,0.599,3.0,0.01,1.0,0.003,68.0,0.231,56.0,0.19,216,0.735,0.8690000000000001
